CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
Average,ModerateOrLe,SWQuad,Stable,CThruK,VeryWet,Average,LittleChange,None,CDEJ,Stifling,Neutral,Neutral,None,PC,Neutral,VeryWet,MoreUnstable,PC,Some,LILt_8,E,None,Down,None,E,NoMajor,Decreasing,Weak,None,WeakPos,Neutral,DCVZFavor,PartInhibit,SIG,Jul16_Aug10,MoistMDryL,PC,ACEFK,XNIL,Increasing,LVorOther,Weak,Average,IncCapDecIns,PC,Wet,Weak,SIG,LowSHighN,Neutral,Instability,DryLine,Average,LongAnticyc,XNIL
MoreThanAve,CloseToDryAd,LV,Steep,CThruK,Dry,Dry,LittleChange,Strong,ABI,Stifling,WeakUp,Down,Strong,PC,Neutral,Dry,Average,PC,Marked,N1GtLIGt_4,I,Slight,Down,QStationary,I,StrongFront,Increasing,Moderate,Weak,WeakPos,WeakUp,StrongWest,None,SIG,Jun15_Jul1,DryMMoistL,PC,HI,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Neutral,None,SIG,LowSHighN,WeakUp,Instability,MovingFtorOt,MoreThanAve,LV,XNIL
MoreThanAve,ModerateOrLe,NWQuad,Steep,CThruK,Neutral,VeryMoist,SigPositive,None,K,PartInhibit,Neutral,Neutral,None,Clear,Neutral,Wet,MoreUnstable,PC,Marked,N5GtLIGt_8,K,None,WeakUp,Moving,K,StrongFront,Increasing,Unfavorable,None,WeakPos,WeakUp,Westerly,None,SIG,May15_Jun14,Other,Clear,ACEFK,SIG,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Clear,Neutral,None,SIG,LowEvrywhere,WeakUp,Neutral,None,LessThanAve,SEQuad,XNIL
MoreThanAve,Steep,SWQuad,Stable,AB,Neutral,VeryMoist,PosToNeg,Weak,ABI,None,Down,Neutral,Weak,Clear,Neutral,Neutral,MoreUnstable,Clear,Some,N1GtLIGt_4,A,None,Neutral,Other,A,MarkedUpper,Increasing,Unfavorable,Weak,StrongPos,Neutral,Westerly,PartInhibit,SIG,Jun15_Jul1,Other,PC,ACEFK,SVR,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,PC,Wet,None,SVR,LowEvrywhere,Neutral,Instability,E_W_S,LessThanAve,DenvCyclone,SVR
MoreThanAve,ModerateOrLe,LV,Steep,CThruK,Neutral,VeryMoist,LittleChange,None,CDEJ,PartInhibit,Down,Neutral,Strong,PC,Neutral,Dry,LessUnstable,PC,Some,N5GtLIGt_8,J,None,StrongUp,None,J,NoMajor,LittleChange,Unfavorable,Strong,WeakPos,Down,StrongWest,Stifling,SIG,Aug20_Sep15,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Weak,LessUnstable,IncCapDecIns,PC,Neutral,None,SIG,LowEvrywhere,Down,Stability,E_W_S,MoreThanAve,SEQuad,XNIL
Average,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Weak,G,PartInhibit,Down,Neutral,Strong,Cloudy,Neutral,Dry,Average,Cloudy,Marked,N5GtLIGt_8,G,None,WeakUp,None,G,MarkedUpper,Decreasing,Unfavorable,Strong,Neutral,Neutral,StrongWest,TotalInhibit,SIG,Jun15_Jul1,MoistMDryL,Cloudy,GJ,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Cloudy,Neutral,None,SIG,LowNHighS,Neutral,Stability,Other,Average,LV,XNIL
LessThanAve,CloseToDryAd,AllElse,Steep,CThruK,Wet,VeryMoist,LittleChange,None,CDEJ,PartInhibit,WeakUp,Neutral,None,PC,VeryWet,VeryWet,Average,PC,None,LIGt0,J,Moderate,StrongUp,QStationary,J,NoMajor,Decreasing,Strong,Strong,Negative,WeakUp,StrongWest,None,XNIL,Aug11_Aug20,Other,PC,GJ,SVR,Decreasing,LVorOther,None,Average,DecCapIncIns,Cloudy,Neutral,Weak,SVR,LowMtsHighPl,WeakUp,Instability,DryLine,MoreThanAve,DenvCyclone,XNIL
LessThanAve,Steep,LV,CloseToDryAd,AB,Neutral,Dry,NegToPos,None,ABI,PartInhibit,Down,Down,None,PC,Wet,Wet,MoreUnstable,PC,None,LILt_8,B,Slight,StrongUp,Other,B,NoMajor,Increasing,Moderate,Weak,StrongPos,Down,Westerly,PartInhibit,XNIL,May15_Jun14,DryMMoistL,PC,B,SIG,Increasing,Westerly,None,MoreUnstable,IncCapDecIns,PC,Neutral,Weak,SIG,LowMtsHighPl,Down,Stability,DenvCyclone,LessThanAve,DenvCyclone,SIG
Average,CloseToDryAd,AllElse,Stable,CThruK,Wet,Average,PosToNeg,None,H,PartInhibit,Neutral,Neutral,Weak,PC,Neutral,VeryWet,MoreUnstable,PC,Some,LILt_8,H,Slight,Neutral,None,H,OtherRapid,Increasing,Moderate,Weak,WeakPos,Neutral,DCVZFavor,None,XNIL,May15_Jun14,DryMMoistL,PC,HI,SVR,Increasing,LVorOther,Weak,MoreUnstable,IncCapDecIns,PC,Dry,None,SVR,LowMtsHighPl,Neutral,Stability,None,LessThanAve,E_NE,SVR
LessThanAve,Steep,AllElse,ModerateOrLe,CThruK,Neutral,Average,PosToNeg,None,K,PartInhibit,Down,Down,None,Clear,Wet,Neutral,Average,Clear,None,N1GtLIGt_4,K,None,Neutral,None,K,StrongFront,LittleChange,Moderate,None,Neutral,Down,StrongWest,PartInhibit,XNIL,Jun15_Jul1,MoistMDryL,Clear,ACEFK,XNIL,LittleChange,Westerly,None,MoreUnstable,LittleChange,Clear,Neutral,None,XNIL,Other,Down,Stability,None,LessThanAve,SEQuad,XNIL
MoreThanAve,CloseToDryAd,NWQuad,ModerateOrLe,CThruK,Neutral,Average,LittleChange,None,G,PartInhibit,WeakUp,Neutral,None,Clear,Wet,Wet,Average,Clear,None,N5GtLIGt_8,G,None,WeakUp,None,G,StrongFront,Increasing,Moderate,Weak,StrongPos,WeakUp,DCVZFavor,PartInhibit,XNIL,May15_Jun14,MoistMDryL,Clear,GJ,XNIL,Increasing,Westerly,None,Average,IncCapDecIns,PC,Neutral,None,XNIL,LowEvrywhere,WeakUp,Stability,None,Average,DenvCyclone,XNIL
LessThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,VeryWet,Average,SigNegative,None,CDEJ,Stifling,Neutral,Down,None,Clear,Wet,VeryWet,Average,Clear,None,LILt_8,D,Strong,StrongUp,Other,D,OtherRapid,Increasing,Strong,None,StrongPos,Neutral,DCVZFavor,PartInhibit,XNIL,Jul2_Jul15,Other,PC,D,XNIL,Decreasing,LVorOther,None,MoreUnstable,DecCapIncIns,Clear,VeryWet,Weak,XNIL,LowMtsHighPl,Neutral,Stability,DenvCyclone,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,Steep,LV,ModerateOrLe,CThruK,Neutral,Average,LittleChange,Strong,ABI,None,Neutral,WeakUp,None,PC,Wet,Wet,LessUnstable,Cloudy,Marked,N1GtLIGt_4,I,Strong,Down,QStationary,I,NoMajor,LittleChange,Strong,None,WeakPos,WeakUp,Other,PartInhibit,XNIL,Jul16_Aug10,DryMMoistL,Clear,HI,SIG,Increasing,LVorOther,Strong,Average,IncCapDecIns,PC,Neutral,None,SIG,LowSHighN,WeakUp,Neutral,E_W_S,Average,LV,SIG
MoreThanAve,Steep,LV,Stable,CThruK,VeryWet,Dry,LittleChange,Strong,CDEJ,Stifling,StronUp,Neutral,Strong,PC,VeryWet,VeryWet,Average,PC,Some,LIGt0,J,Strong,Neutral,None,J,NoMajor,Decreasing,Strong,Strong,Negative,WeakUp,DCVZFavor,None,SIG,Jun15_Jul1,Other,Clear,GJ,XNIL,LittleChange,LVorOther,Strong,Average,LittleChange,Cloudy,Wet,Weak,SIG,LowMtsHighPl,WeakUp,Instability,E_W_S,MoreThanAve,LV,XNIL
MoreThanAve,Steep,NWQuad,Stable,AB,VeryWet,Average,PosToNeg,Weak,ABI,Stifling,Neutral,Neutral,Strong,PC,VeryWet,Wet,LessUnstable,Clear,Some,N5GtLIGt_8,B,Slight,Neutral,None,B,NoMajor,Increasing,Weak,Strong,Neutral,Neutral,Westerly,None,SIG,Aug20_Sep15,Other,PC,B,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Clear,Wet,None,SIG,LowSHighN,Neutral,Stability,DenvCyclone,MoreThanAve,DenvCyclone,XNIL
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,TotalInhibit,StronUp,StrongUp,Strong,Clear,Neutral,Wet,Average,Cloudy,Marked,N5GtLIGt_8,E,Strong,WeakUp,Other,E,OtherRapid,Decreasing,Strong,Strong,Neutral,WeakUp,DCVZFavor,None,XNIL,May15_Jun14,Other,PC,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Neutral,Strong,XNIL,LowAtStation,WeakUp,Stability,DryLine,MoreThanAve,DenvCyclone,XNIL
Average,Steep,LV,Stable,CThruK,Dry,Dry,LittleChange,Weak,CDEJ,Stifling,StronUp,Down,None,Clear,Neutral,Neutral,Average,PC,Marked,N1GtLIGt_4,C,None,StrongUp,None,C,NoMajor,Increasing,Moderate,Weak,WeakPos,WeakUp,Other,Stifling,SIG,Aug20_Sep15,MoistMDryL,Clear,ACEFK,SVR,Decreasing,Westerly,Strong,MoreUnstable,DecCapIncIns,Clear,Dry,Weak,SVR,LowAtStation,WeakUp,Neutral,E_W_N,MoreThanAve,LV,SVR
LessThanAve,ModerateOrLe,NWQuad,ModerateOrLe,CThruK,VeryWet,Dry,NegToPos,Strong,CDEJ,PartInhibit,StronUp,StrongUp,None,Clear,Dry,VeryWet,MoreUnstable,Clear,None,N1GtLIGt_4,C,Moderate,StrongUp,Other,C,NoMajor,Decreasing,Strong,Weak,Negative,StrongUp,DCVZFavor,None,XNIL,Aug20_Sep15,Other,PC,ACEFK,XNIL,Decreasing,LVorOther,Weak,LessUnstable,DecCapIncIns,Cloudy,Neutral,None,XNIL,Other,StrongUp,Instability,Other,Average,LongAnticyc,XNIL
Average,Steep,NWQuad,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,Strong,G,PartInhibit,Neutral,Neutral,Weak,Clear,VeryWet,Wet,Average,Clear,None,N5GtLIGt_8,G,Strong,Neutral,None,G,StrongFront,Decreasing,Moderate,Strong,Neutral,StrongUp,Other,PartInhibit,SIG,Aug20_Sep15,Other,Clear,GJ,XNIL,Decreasing,Westerly,Strong,LessUnstable,DecCapIncIns,Clear,Neutral,Strong,SIG,LowEvrywhere,Neutral,Stability,None,Average,SEQuad,SIG
LessThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Dry,Dry,PosToNeg,None,G,PartInhibit,Down,StrongUp,None,PC,Neutral,Dry,Average,PC,None,N1GtLIGt_4,G,Moderate,Down,None,G,StrongFront,LittleChange,Strong,Weak,Neutral,Down,StrongWest,PartInhibit,XNIL,Jul16_Aug10,MoistMDryL,PC,GJ,XNIL,Decreasing,Westerly,None,Average,DecCapIncIns,Clear,Neutral,Weak,XNIL,LowEvrywhere,Down,Neutral,E_W_S,Average,LongAnticyc,XNIL
MoreThanAve,CloseToDryAd,LV,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,Strong,G,PartInhibit,WeakUp,Neutral,Weak,Clear,Neutral,VeryWet,MoreUnstable,PC,Marked,LILt_8,G,Strong,WeakUp,None,G,MarkedUpper,LittleChange,Strong,Weak,Neutral,WeakUp,Westerly,None,SVR,Aug20_Sep15,Other,Clear,GJ,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,VeryWet,Weak,SVR,LowSHighN,WeakUp,Stability,DryLine,Average,WidespdDnsl,SIG
LessThanAve,Steep,NWQuad,Steep,AB,Dry,VeryMoist,LittleChange,Weak,ABI,None,Neutral,Neutral,None,PC,Neutral,Neutral,LessUnstable,Cloudy,Marked,N5GtLIGt_8,B,Slight,WeakUp,Other,B,NoMajor,Decreasing,Moderate,None,Negative,WeakUp,DCVZFavor,PartInhibit,SIG,Jul2_Jul15,Other,PC,B,SIG,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,PC,Neutral,None,SIG,LowNHighS,WeakUp,Neutral,E_W_S,LessThanAve,DenvCyclone,SIG
MoreThanAve,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Neutral,VeryMoist,PosToNeg,Weak,ABI,PartInhibit,Neutral,Down,Weak,PC,Wet,Dry,LessUnstable,Clear,Marked,N5GtLIGt_8,I,Slight,Down,Moving,I,NoMajor,Increasing,Weak,Weak,WeakPos,Down,Westerly,PartInhibit,SIG,Aug20_Sep15,Other,PC,HI,SVR,Increasing,LVorOther,Weak,Average,IncCapDecIns,PC,Neutral,None,SVR,LowSHighN,Down,Stability,MovingFtorOt,Average,E_NE,SVR
MoreThanAve,Steep,AllElse,Steep,AB,Neutral,Average,LittleChange,Weak,ABI,TotalInhibit,Down,Neutral,None,Cloudy,Neutral,Neutral,MoreUnstable,PC,Some,LILt_8,B,Strong,Down,QStationary,B,OtherRapid,Increasing,Moderate,Strong,WeakPos,Down,DCVZFavor,None,XNIL,May15_Jun14,DryMMoistL,Cloudy,B,SVR,Increasing,LVorOther,Weak,MoreUnstable,IncCapDecIns,PC,Wet,Strong,SVR,LowSHighN,Down,Stability,None,MoreThanAve,DenvCyclone,SVR
LessThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Dry,Dry,LittleChange,None,CDEJ,None,WeakUp,Down,None,Clear,Neutral,Neutral,LessUnstable,PC,None,N1GtLIGt_4,C,Strong,WeakUp,Other,C,NoMajor,Increasing,Moderate,None,StrongPos,WeakUp,DCVZFavor,None,XNIL,Aug20_Sep15,Other,Clear,ACEFK,XNIL,Decreasing,Westerly,None,LessUnstable,DecCapIncIns,PC,Neutral,Weak,XNIL,LowAtStation,WeakUp,Stability,E_W_S,LessThanAve,LongAnticyc,XNIL
MoreThanAve,Steep,NWQuad,ModerateOrLe,CThruK,VeryWet,Average,PosToNeg,Weak,ABI,PartInhibit,Neutral,Neutral,None,Clear,VeryWet,VeryWet,LessUnstable,Cloudy,Some,LIGt0,I,Moderate,StrongUp,QStationary,I,NoMajor,Increasing,Weak,Weak,WeakPos,StrongUp,DCVZFavor,None,XNIL,Jul16_Aug10,DryMMoistL,Clear,HI,XNIL,LittleChange,LVorOther,Weak,Average,LittleChange,PC,VeryWet,None,XNIL,LowSHighN,StrongUp,Instability,E_W_S,MoreThanAve,DenvCyclone,XNIL
Average,ModerateOrLe,AllElse,Steep,CThruK,Neutral,Average,SigNegative,Weak,K,Stifling,StronUp,Down,Weak,Cloudy,Neutral,Neutral,Average,Clear,Marked,N1GtLIGt_4,K,None,WeakUp,QStationary,K,StrongFront,LittleChange,Weak,None,WeakPos,Neutral,Westerly,Stifling,SVR,Jun15_Jul1,DryMMoistL,Cloudy,ACEFK,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Cloudy,Neutral,None,SVR,Other,Neutral,Stability,MovingFtorOt,Average,LongAnticyc,XNIL
LessThanAve,ModerateOrLe,AllElse,Stable,CThruK,Neutral,VeryMoist,NegToPos,None,K,TotalInhibit,WeakUp,Neutral,None,PC,Wet,Neutral,MoreUnstable,Cloudy,None,LIGt0,K,Slight,WeakUp,None,K,StrongFront,Decreasing,Weak,None,Negative,Neutral,DCVZFavor,None,XNIL,Jun15_Jul1,DryMMoistL,Clear,ACEFK,XNIL,Decreasing,LVorOther,None,MoreUnstable,DecCapIncIns,PC,Wet,None,XNIL,Other,Neutral,Instability,DryLine,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,ModerateOrLe,LV,Steep,CThruK,Neutral,VeryMoist,LittleChange,Strong,F,Stifling,Neutral,Neutral,Weak,PC,Neutral,Dry,Average,Clear,Marked,N1GtLIGt_4,F,Moderate,StrongUp,Moving,F,NoMajor,LittleChange,Weak,Weak,Neutral,Neutral,StrongWest,None,SVR,Jul16_Aug10,Other,PC,ACEFK,XNIL,Decreasing,LVorOther,Strong,Average,DecCapIncIns,Clear,Wet,None,SVR,HighEvrywher,Neutral,Stability,None,MoreThanAve,E_NE,XNIL
LessThanAve,ModerateOrLe,AllElse,Steep,CThruK,Neutral,Dry,NegToPos,Strong,CDEJ,None,WeakUp,Neutral,None,PC,VeryWet,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,E,Slight,Neutral,None,E,NoMajor,Increasing,Weak,Weak,Negative,Neutral,Other,None,SIG,May15_Jun14,MoistMDryL,Cloudy,ACEFK,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,PC,Dry,Weak,SIG,LowMtsHighPl,Neutral,Instability,DenvCyclone,LessThanAve,LV,SIG
LessThanAve,CloseToDryAd,LV,CloseToDryAd,CThruK,Neutral,Dry,SigPositive,Weak,G,PartInhibit,Neutral,Down,Strong,Clear,VeryWet,Neutral,MoreUnstable,Clear,Marked,N1GtLIGt_4,G,Moderate,Down,None,G,MarkedUpper,LittleChange,Moderate,Strong,Neutral,Down,Westerly,None,SVR,Jun15_Jul1,Other,Clear,GJ,XNIL,Decreasing,Westerly,Strong,Average,DecCapIncIns,Clear,Dry,None,SVR,LowSHighN,Down,Neutral,Other,Average,LongAnticyc,XNIL
MoreThanAve,Steep,AllElse,Steep,CThruK,Wet,Average,NegToPos,Strong,CDEJ,Stifling,StronUp,WeakUp,Weak,PC,VeryWet,VeryWet,Average,PC,Marked,N1GtLIGt_4,C,Strong,StrongUp,Other,C,NoMajor,LittleChange,Strong,None,Negative,StrongUp,Westerly,None,SVR,Jul16_Aug10,MoistMDryL,PC,ACEFK,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Cloudy,Neutral,Weak,SVR,LowMtsHighPl,StrongUp,Neutral,E_W_N,MoreThanAve,LongAnticyc,XNIL
Average,ModerateOrLe,AllElse,Steep,CThruK,Wet,VeryMoist,LittleChange,Weak,F,PartInhibit,Neutral,WeakUp,Weak,PC,Wet,Wet,MoreUnstable,Cloudy,Marked,N1GtLIGt_4,F,Moderate,WeakUp,None,F,MarkedUpper,LittleChange,Moderate,Weak,WeakPos,WeakUp,Westerly,None,SVR,Aug20_Sep15,Other,PC,ACEFK,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,Neutral,Weak,SVR,HighEvrywher,WeakUp,Neutral,Other,Average,LV,SIG
MoreThanAve,ModerateOrLe,LV,ModerateOrLe,CThruK,Dry,VeryMoist,LittleChange,None,F,TotalInhibit,WeakUp,Neutral,None,Clear,Neutral,Dry,MoreUnstable,PC,None,N1GtLIGt_4,F,Slight,Down,None,F,NoMajor,Increasing,Moderate,None,WeakPos,Down,Westerly,PartInhibit,XNIL,Aug11_Aug20,Other,Clear,ACEFK,XNIL,Increasing,LVorOther,None,MoreUnstable,IncCapDecIns,Clear,Dry,None,XNIL,HighEvrywher,Down,Instability,Other,MoreThanAve,LV,XNIL
Average,CloseToDryAd,NWQuad,ModerateOrLe,AB,Neutral,VeryMoist,NegToPos,None,ABI,Stifling,WeakUp,StrongUp,None,PC,Neutral,Wet,LessUnstable,Clear,None,N1GtLIGt_4,B,Moderate,WeakUp,Other,B,NoMajor,Decreasing,Weak,None,Negative,StrongUp,StrongWest,PartInhibit,XNIL,Aug20_Sep15,DryMMoistL,PC,B,XNIL,Decreasing,LVorOther,None,LessUnstable,DecCapIncIns,Cloudy,Neutral,None,XNIL,LowAtStation,StrongUp,Stability,DenvCyclone,Average,DenvCyclone,XNIL
LessThanAve,Steep,LV,ModerateOrLe,CThruK,VeryWet,Dry,LittleChange,Weak,CDEJ,PartInhibit,Neutral,StrongUp,Strong,Clear,Dry,Wet,LessUnstable,Clear,Marked,LIGt0,J,Slight,Down,None,J,OtherRapid,Increasing,Weak,Strong,StrongPos,Neutral,DCVZFavor,None,SIG,Jul16_Aug10,DryMMoistL,PC,GJ,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Clear,Wet,Weak,SIG,LowMtsHighPl,Neutral,Instability,DryLine,LessThanAve,SEQuad,XNIL
LessThanAve,Steep,SWQuad,ModerateOrLe,AB,VeryWet,VeryMoist,NegToPos,None,ABI,None,WeakUp,Neutral,Weak,Clear,Dry,Wet,LessUnstable,Clear,Some,N1GtLIGt_4,B,Strong,StrongUp,Other,B,NoMajor,LittleChange,Strong,Weak,Neutral,WeakUp,Westerly,Stifling,XNIL,Aug20_Sep15,Other,PC,B,SIG,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,Clear,Dry,Weak,SIG,HighEvrywher,WeakUp,Stability,DenvCyclone,LessThanAve,DenvCyclone,SIG
MoreThanAve,Steep,SWQuad,Steep,CThruK,VeryWet,Dry,NegToPos,Strong,CDEJ,PartInhibit,Down,Down,Strong,PC,Dry,VeryWet,Average,Clear,Some,N5GtLIGt_8,C,Slight,Neutral,Other,C,NoMajor,LittleChange,Moderate,Weak,Negative,Down,Westerly,Stifling,SVR,Jun15_Jul1,DryMMoistL,PC,ACEFK,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Clear,VeryWet,None,SVR,LowEvrywhere,Down,Stability,E_W_N,LessThanAve,LongAnticyc,XNIL
Average,ModerateOrLe,SWQuad,Steep,AB,Wet,Average,PosToNeg,Strong,ABI,PartInhibit,Down,Neutral,None,Clear,VeryWet,Wet,LessUnstable,PC,Some,N5GtLIGt_8,B,None,WeakUp,None,B,NoMajor,LittleChange,Moderate,None,WeakPos,WeakUp,Other,PartInhibit,SVR,Jul16_Aug10,Other,PC,B,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Dry,None,SVR,LowSHighN,WeakUp,Stability,DenvCyclone,Average,SEQuad,XNIL
MoreThanAve,Steep,LV,Steep,CThruK,Dry,Dry,LittleChange,Strong,CDEJ,TotalInhibit,Neutral,Down,Weak,PC,Neutral,Dry,MoreUnstable,PC,Marked,N1GtLIGt_4,J,Slight,StrongUp,Other,J,NoMajor,LittleChange,Weak,Weak,Neutral,WeakUp,Other,PartInhibit,SIG,Jul16_Aug10,DryMMoistL,Clear,GJ,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Dry,Weak,SIG,LowAtStation,WeakUp,Instability,DryLine,MoreThanAve,LV,XNIL
MoreThanAve,Steep,NWQuad,Steep,CThruK,Wet,Average,SigPositive,Strong,CDEJ,PartInhibit,Neutral,Down,Weak,PC,VeryWet,Dry,Average,Clear,Some,N5GtLIGt_8,D,Strong,Down,Other,D,MarkedUpper,Increasing,Moderate,Weak,StrongPos,Down,Westerly,None,SIG,May15_Jun14,DryMMoistL,PC,D,SVR,Increasing,Westerly,Strong,Average,IncCapDecIns,PC,Wet,None,SVR,LowEvrywhere,Down,Instability,None,Average,LV,SVR
Average,Steep,SWQuad,ModerateOrLe,AB,Wet,VeryMoist,NegToPos,Weak,ABI,PartInhibit,Neutral,WeakUp,Weak,Cloudy,Wet,VeryWet,Average,PC,Some,N5GtLIGt_8,A,None,Neutral,None,A,StrongFront,Decreasing,Weak,Strong,Neutral,Neutral,DCVZFavor,TotalInhibit,XNIL,Aug20_Sep15,DryMMoistL,Cloudy,ACEFK,SIG,Increasing,LVorOther,Weak,Average,IncCapDecIns,Cloudy,Dry,Strong,SIG,LowMtsHighPl,Neutral,Stability,DenvCyclone,Average,LongAnticyc,SIG
LessThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Neutral,Average,LittleChange,None,CDEJ,PartInhibit,Neutral,Neutral,None,Clear,Dry,Neutral,LessUnstable,Clear,None,N1GtLIGt_4,D,None,Neutral,None,D,OtherRapid,LittleChange,Unfavorable,Strong,Neutral,Neutral,DCVZFavor,PartInhibit,XNIL,Jun15_Jul1,DryMMoistL,PC,D,XNIL,Decreasing,Westerly,None,LessUnstable,DecCapIncIns,Clear,Wet,None,XNIL,LowEvrywhere,Neutral,Neutral,DryLine,LessThanAve,LV,XNIL
Average,Steep,LV,ModerateOrLe,CThruK,VeryWet,VeryMoist,LittleChange,Strong,CDEJ,PartInhibit,Down,WeakUp,None,Clear,Dry,Wet,Average,Clear,Some,N1GtLIGt_4,J,None,Neutral,Moving,J,NoMajor,Increasing,Weak,None,Neutral,WeakUp,Other,None,SIG,May15_Jun14,DryMMoistL,Clear,GJ,SIG,Increasing,LVorOther,Strong,Average,IncCapDecIns,PC,Dry,None,SIG,HighEvrywher,WeakUp,Stability,Other,Average,LV,SIG
Average,CloseToDryAd,NWQuad,Steep,CThruK,Dry,Dry,PosToNeg,Strong,CDEJ,None,StronUp,Neutral,Strong,Cloudy,Neutral,Dry,Average,PC,Marked,LILt_8,D,Slight,Down,None,D,MarkedUpper,Increasing,Weak,Strong,Neutral,Neutral,DCVZFavor,PartInhibit,XNIL,Aug20_Sep15,DryMMoistL,PC,D,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Cloudy,Neutral,None,XNIL,LowMtsHighPl,Neutral,Stability,DryLine,Average,SEQuad,XNIL
LessThanAve,Steep,NWQuad,CloseToDryAd,CThruK,VeryWet,Dry,LittleChange,None,G,PartInhibit,Neutral,Neutral,None,Clear,Wet,VeryWet,Average,Clear,None,N1GtLIGt_4,G,Moderate,Down,None,G,NoMajor,Decreasing,Weak,Strong,Negative,Neutral,StrongWest,None,XNIL,Jun15_Jul1,MoistMDryL,Clear,GJ,XNIL,Decreasing,Westerly,None,LessUnstable,DecCapIncIns,Clear,VeryWet,Strong,XNIL,LowAtStation,Neutral,Neutral,None,Average,LongAnticyc,XNIL
LessThanAve,ModerateOrLe,NWQuad,Steep,CThruK,Neutral,Average,LittleChange,None,K,PartInhibit,Neutral,Neutral,None,Cloudy,Neutral,Neutral,Average,Cloudy,None,N1GtLIGt_4,K,None,StrongUp,Moving,K,MarkedUpper,LittleChange,Unfavorable,Strong,Negative,Neutral,StrongWest,None,XNIL,Jul16_Aug10,DryMMoistL,PC,ACEFK,XNIL,Increasing,Westerly,None,Average,IncCapDecIns,Cloudy,VeryWet,Strong,XNIL,LowSHighN,Neutral,Stability,MovingFtorOt,LessThanAve,WidespdDnsl,XNIL
MoreThanAve,Steep,AllElse,ModerateOrLe,CThruK,Neutral,Average,PosToNeg,Strong,K,Stifling,Neutral,Neutral,Strong,PC,Neutral,Neutral,LessUnstable,Clear,Marked,N1GtLIGt_4,K,None,Down,QStationary,K,StrongFront,Increasing,Weak,Strong,WeakPos,Neutral,StrongWest,Stifling,SVR,Aug20_Sep15,DryMMoistL,PC,ACEFK,SVR,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Dry,None,SVR,Other,Neutral,Stability,MovingFtorOt,MoreThanAve,LongAnticyc,XNIL
